nombre_japones,nombre,habilidades,contraataque_insecto,contraataque_siniestro,contraataque_dragon,contraataque_electrico,contraataque_hada,contraataque_lucha,contraataque_fuego,contraataque_volador,contraataque_fantasma,contraataque_planta,contraataque_tierra,contraataque_hielo,contraataque_normal,contraataque_veneno,contraataque_psiquico,contraataque_roca,contraataque_acero,contraataque_agua,ataque,pasos_base_para_eclosion,felicidad_base,total_base,Probabilidad_de_captura,clasificacion,defensa,crecimiento_experiencia,altura_(m),Puntos_de_salud,%_macho,No_Pokedex,ataque_especial,defensa_especial,velocidad,tipo1,tipo2,peso_(kg),generacion,es_legendario
Raltsラルトス,Ralts,"Synchronize, Trace, Telepathy",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,5120,35,198,235,Feeling Pokémon,25,1250000,0.4,28,50.0,280,45,35,40,Psychic,Fairy,6.6,3,0
Kirliaキルリア,Kirlia,"Synchronize, Trace, Telepathy",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,5120,35,278,120,Emotion Pokémon,35,1250000,0.8,38,50.0,281,65,55,50,Psychic,Fairy,20.2,3,0
Sirnightサーナイト,Gardevoir,"Synchronize, Trace, Telepathy",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,5120,35,618,45,Embrace Pokémon,65,1250000,1.6,68,50.0,282,165,135,100,Psychic,Fairy,48.4,3,0
Ametamaアメタマ,Surskit,"Swift Swim, Rain Dish",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,3840,70,269,200,Pond Skater Pokémon,32,1000000,0.5,40,50.0,283,50,52,65,Bug,Water,1.7,3,0
Amemothアメモース,Masquerain,"Intimidate, Unnerve",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,3840,70,454,75,Eyeball Pokémon,62,1000000,0.8,70,50.0,284,100,82,80,Bug,Flying,3.6,3,0
Kinococoキノココ,Shroomish,"Effect Spore, Poison Heal, Quick Feet",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,295,255,Mushroom Pokémon,60,1640000,0.4,60,50.0,285,40,60,35,Grass,Ninguno,4.5,3,0
Kinogassaキノガッサ,Breloom,"Effect Spore, Poison Heal, Technician",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,3840,70,460,90,Mushroom Pokémon,80,1640000,1.2,60,50.0,286,60,60,70,Grass,Fighting,39.2,3,0
Namakeroナマケロ,Slakoth,Truant,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,280,255,Slacker Pokémon,60,1250000,0.8,60,50.0,287,35,35,30,Normal,Ninguno,24.0,3,0
Yarukimonoヤルキモノ,Vigoroth,Vital Spirit,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,440,120,Wild Monkey Pokémon,80,1250000,1.4,80,50.0,288,55,55,90,Normal,Ninguno,46.5,3,0
Kekkingケッキング,Slaking,Truant,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,3840,70,670,45,Lazy Pokémon,100,1250000,2.0,150,50.0,289,95,65,100,Normal,Ninguno,130.5,3,0
Tutininツチニン,Nincada,"Compoundeyes, Run Away",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,3840,70,266,255,Trainee Pokémon,90,600000,0.5,31,50.0,290,30,30,40,Bug,Ground,5.5,3,0
Tekkaninテッカニン,Ninjask,"Speed Boost, Infiltrator",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,3840,70,456,120,Ninja Pokémon,45,600000,0.8,61,50.0,291,50,50,160,Bug,Flying,12.0,3,0
Nukeninヌケニン,Shedinja,Wonder Guard,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,3840,70,236,45,Shed Pokémon,45,600000,0.8,1,-1.0,292,30,30,40,Bug,Ghost,1.2,3,0
Gonyonyoゴニョニョ,Whismur,"Soundproof, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,5120,70,240,190,Whisper Pokémon,23,1059860,0.6,64,50.0,293,51,23,28,Normal,Ninguno,16.3,3,0
Dogohmbドゴーム,Loudred,"Soundproof, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,5120,70,360,120,Big Voice Pokémon,43,1059860,1.0,84,50.0,294,71,43,48,Normal,Ninguno,40.5,3,0
Bakuongバクオング,Exploud,"Soundproof, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,5120,70,490,45,Loud Noise Pokémon,63,1059860,1.5,104,50.0,295,91,73,68,Normal,Ninguno,84.0,3,0
Makunoshitaマクノシタ,Makuhita,"Thick Fat, Guts, Sheer Force",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,5120,70,237,180,Guts Pokémon,30,1640000,1.0,72,75.4,296,20,30,25,Fighting,Ninguno,86.4,3,0
Hariteyamaハリテヤマ,Hariyama,"Thick Fat, Guts, Sheer Force",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,70,474,200,Arm Thrust Pokémon,60,1640000,2.3,144,75.4,297,40,60,50,Fighting,Ninguno,253.8,3,0
Ruririルリリ,Azurill,"Thick Fat, Huge Power, Sap Sipper",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,190,150,Polka Dot Pokémon,40,800000,0.2,50,24.6,298,20,40,20,Normal,Fairy,2.0,3,0
Nosepassノズパス,Nosepass,"Sturdy, Magnet Pull, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,5120,70,375,255,Compass Pokémon,135,1000000,1.0,30,50.0,299,45,90,30,Rock,Ninguno,97.0,3,0
Enecoエネコ,Skitty,"Cute Charm, Normalize, Wonder Skin ",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,260,255,Kitten Pokémon,45,800000,0.6,50,24.6,300,35,35,50,Normal,Ninguno,11.0,3,0
Enekororoエネコロロ,Delcatty,"Cute Charm, Normalize, Wonder Skin ",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,3840,70,400,60,Prim Pokémon,65,800000,1.1,70,24.6,301,55,55,90,Normal,Ninguno,32.6,3,0
Yamiramiヤミラミ,Sableye,"Keen Eye, Stall, Prankster",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,6400,35,480,45,Darkness Pokémon,125,1059860,0.5,50,50.0,302,85,115,20,Dark,Ghost,11.0,3,0
Kucheatクチート,Mawile,"Hyper Cutter, Intimidate, Sheer Force",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,5120,70,480,45,Deceiver Pokémon,125,800000,0.6,50,50.0,303,55,95,50,Steel,Fairy,11.5,3,0
Cokodoraココドラ,Aron,"Sturdy, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,8960,35,330,180,Iron Armor Pokémon,100,1250000,0.4,50,50.0,304,40,40,30,Steel,Rock,60.0,3,0
Kodoraコドラ,Lairon,"Sturdy, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,8960,35,430,90,Iron Armor Pokémon,140,1250000,0.9,60,50.0,305,50,50,40,Steel,Rock,120.0,3,0
Bossgodoraボスゴドラ,Aggron,"Sturdy, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,8960,35,630,45,Iron Armor Pokémon,230,1250000,2.1,70,50.0,306,60,80,50,Steel,Rock,360.0,3,0
Asananアサナン,Meditite,"Pure Power, Telepathy",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,5120,70,280,180,Meditate Pokémon,55,1000000,0.6,30,50.0,307,40,55,60,Fighting,Psychic,11.2,3,0
Charemチャーレム,Medicham,"Pure Power, Telepathy",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,5120,70,510,90,Meditate Pokémon,85,1000000,1.3,60,50.0,308,80,85,100,Fighting,Psychic,31.5,3,0
Rakuraiラクライ,Electrike,"Static, Lightningrod, Minus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120,70,295,120,Lightning Pokémon,40,1250000,0.6,40,50.0,309,65,40,65,Electric,Ninguno,15.2,3,0
Livoltライボルト,Manectric,"Static, Lightningrod, Minus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120,70,575,45,Discharge Pokémon,80,1250000,1.5,70,50.0,310,135,80,135,Electric,Ninguno,40.2,3,0
Prasleプラスル,Plusle,"Plus, Lightningrod",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,405,200,Cheering Pokémon,40,1000000,0.4,60,50.0,311,85,75,95,Electric,Ninguno,4.2,3,0
Minunマイナン,Minun,"Minus, Volt Absorb",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,405,200,Cheering Pokémon,50,1000000,0.4,60,50.0,312,75,85,95,Electric,Ninguno,4.2,3,0
Barubeatバルビート,Volbeat,"Illuminate, Swarm, Prankster",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,3840,70,430,150,Firefly Pokémon,75,600000,0.7,65,100.0,313,47,85,85,Bug,Ninguno,17.7,3,0
Illumiseイルミーゼ,Illumise,"Oblivious, Tinted Lens, Prankster",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,3840,70,430,150,Firefly Pokémon,75,1640000,0.6,65,0.0,314,73,85,85,Bug,Ninguno,17.7,3,0
Roseliaロゼリア,Roselia,"Natural Cure, Poison Point, Leaf Guard",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,5120,70,400,150,Thorn Pokémon,45,1059860,0.3,50,50.0,315,100,80,65,Grass,Poison,2.0,3,0
Gokulinゴクリン,Gulpin,"Liquid Ooze, Sticky Hold, Gluttony",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,5120,70,302,225,Stomach Pokémon,53,1640000,0.4,70,50.0,316,43,53,40,Poison,Ninguno,10.3,3,0
Marunoomマルノーム,Swalot,"Liquid Ooze, Sticky Hold, Gluttony",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,5120,70,467,75,Poison Bag Pokémon,83,1640000,1.7,100,50.0,317,73,83,55,Poison,Ninguno,80.0,3,0
Kibanhaキバニア,Carvanha,"Rough Skin, Speed Boost",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,5120,35,305,225,Savage Pokémon,20,1250000,0.8,45,50.0,318,65,20,65,Water,Dark,20.8,3,0
Samehaderサメハダー,Sharpedo,"Rough Skin, Speed Boost",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,5120,35,560,60,Brutal Pokémon,70,1250000,1.8,70,50.0,319,110,65,105,Water,Dark,88.8,3,0
Hoerukoホエルコ,Wailmer,"Water Veil, Oblivious, Pressure",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,10240,70,400,125,Ball Whale Pokémon,35,1640000,2.0,130,50.0,320,70,35,60,Water,Ninguno,130.0,3,0
Whalohホエルオー,Wailord,"Water Veil, Oblivious, Pressure",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,10240,70,500,60,Float Whale Pokémon,45,1640000,14.5,170,50.0,321,90,45,60,Water,Ninguno,398.0,3,0
Donmelドンメル,Numel,"Oblivious, Simple, Own Tempo",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,5120,70,305,255,Numb Pokémon,40,1000000,0.7,60,50.0,322,65,45,35,Fire,Ground,24.0,3,0
Bakuudaバクーダ,Camerupt,"Magma Armor, Solid Rock, Anger Point",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,5120,70,560,150,Eruption Pokémon,100,1000000,1.9,70,50.0,323,145,105,20,Fire,Ground,220.0,3,0
Cotoiseコータス,Torkoal,"White Smoke, Drought, Shell Armor",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,470,90,Coal Pokémon,140,1000000,0.5,70,50.0,324,85,70,20,Fire,Ninguno,80.4,3,0
Banebooバネブー,Spoink,"Thick Fat, Own Tempo, Gluttony",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,5120,70,330,255,Bounce Pokémon,35,800000,0.7,60,50.0,325,70,80,60,Psychic,Ninguno,30.6,3,0
Boopigブーピッグ,Grumpig,"Thick Fat, Own Tempo, Gluttony",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,5120,70,470,60,Manipulate Pokémon,65,800000,0.9,80,50.0,326,90,110,80,Psychic,Ninguno,71.5,3,0
Patcheelパッチール,Spinda,"Own Tempo, Tangled Feet, Contrary",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,360,255,Spot Panda Pokémon,60,800000,1.1,60,50.0,327,60,60,60,Normal,Ninguno,5.0,3,0
Nuckrarナックラー,Trapinch,"Hyper Cutter, Arena Trap, Sheer Force",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,290,255,Ant Pit Pokémon,45,1059860,0.7,45,50.0,328,45,45,10,Ground,Ninguno,15.0,3,0
Vibravaビブラーバ,Vibrava,Levitate,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,5120,70,340,120,Vibration Pokémon,50,1059860,1.1,50,50.0,329,50,50,70,Ground,Dragon,15.3,3,0
Flygonフライゴン,Flygon,Levitate,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,5120,70,520,45,Mystic Pokémon,80,1059860,2.0,80,50.0,330,80,80,100,Ground,Dragon,82.0,3,0
Saboneaサボネア,Cacnea,"Sand Veil, Water Absorb",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,5120,35,335,190,Cactus Pokémon,40,1059860,0.4,50,50.0,331,85,40,35,Grass,Ninguno,51.3,3,0
Noctusノクタス,Cacturne,"Sand Veil, Water Absorb",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,5120,35,475,60,Scarecrow Pokémon,60,1059860,1.3,70,50.0,332,115,60,55,Grass,Dark,77.4,3,0
Tylttoチルット,Swablu,"Natural Cure, Cloud Nine",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,5120,70,310,255,Cotton Bird Pokémon,60,600000,0.4,45,50.0,333,40,75,50,Normal,Flying,1.2,3,0
Tyltalisチルタリス,Altaria,"Natural Cure, Cloud Nine",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,5120,70,590,45,Humming Pokémon,110,600000,1.1,75,50.0,334,110,105,80,Dragon,Flying,20.6,3,0
Zangooseザングース,Zangoose,"Immunity, Toxic Boost",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,5120,70,458,90,Cat Ferret Pokémon,60,600000,1.3,73,50.0,335,60,60,90,Normal,Ninguno,40.3,3,0
Habunakeハブネーク,Seviper,"Shed Skin, Infiltrator",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,5120,70,458,90,Fang Snake Pokémon,60,1640000,2.7,73,50.0,336,100,60,65,Poison,Ninguno,52.5,3,0
Lunatoneルナトーン,Lunatone,Levitate,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,6400,70,460,45,Meteorite Pokémon,65,800000,1.0,90,-1.0,337,95,85,70,Rock,Psychic,168.0,3,0
Solrockソルロック,Solrock,Levitate,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,6400,70,460,45,Meteorite Pokémon,85,800000,1.2,90,-1.0,338,55,65,70,Rock,Psychic,154.0,3,0
Dojoachドジョッチ,Barboach,"Oblivious, Anticipation, Hydration",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,5120,70,288,190,Whiskers Pokémon,43,1000000,0.4,50,50.0,339,46,41,60,Water,Ground,1.9,3,0
Namazunナマズン,Whiscash,"Oblivious, Anticipation, Hydration",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,5120,70,468,75,Whiskers Pokémon,73,1000000,0.9,110,50.0,340,76,71,60,Water,Ground,23.6,3,0
Heiganiヘイガニ,Corphish,"Hyper Cutter, Shell Armor, Adaptability",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,3840,70,308,205,Ruffian Pokémon,65,1640000,0.6,43,50.0,341,50,35,35,Water,Ninguno,11.5,3,0
Shizarigerシザリガー,Crawdaunt,"Hyper Cutter, Shell Armor, Adaptability",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,3840,70,468,155,Rogue Pokémon,85,1640000,1.1,63,50.0,342,90,55,55,Water,Dark,32.8,3,0
Yajilonヤジロン,Baltoy,Levitate,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,5120,70,300,255,Clay Doll Pokémon,55,1000000,0.5,40,-1.0,343,40,70,55,Ground,Psychic,21.5,3,0
Nendollネンドール,Claydol,Levitate,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,5120,70,500,90,Clay Doll Pokémon,105,1000000,1.5,60,-1.0,344,70,120,75,Ground,Psychic,108.0,3,0
Lilylaリリーラ,Lileep,"Suction Cups, Storm Drain",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,7680,70,355,45,Sea Lily Pokémon,77,600000,1.0,66,88.1,345,61,87,23,Rock,Grass,23.8,3,0
Yuradleユレイドル,Cradily,"Suction Cups, Storm Drain",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,7680,70,495,45,Barnacle Pokémon,97,600000,1.5,86,88.1,346,81,107,43,Rock,Grass,60.4,3,0
Anopthアノプス,Anorith,"Battle Armor, Swift Swim",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,7680,70,355,45,Old Shrimp Pokémon,50,600000,0.7,45,88.1,347,40,50,75,Rock,Bug,12.5,3,0
Armaldoアーマルド,Armaldo,"Battle Armor, Swift Swim",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,7680,70,495,45,Plate Pokémon,100,600000,1.5,75,88.1,348,70,80,45,Rock,Bug,68.2,3,0
Hinbassヒンバス,Feebas,"Swift Swim, Oblivious, Adaptability",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,5120,70,200,255,Fish Pokémon,20,600000,0.6,20,50.0,349,10,55,80,Water,Ninguno,7.4,3,0
Milokarossミロカロス,Milotic,"Marvel Scale, Competitive, Cute Charm",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,5120,70,540,60,Tender Pokémon,79,600000,6.2,95,50.0,350,100,125,81,Water,Ninguno,162.0,3,0
Powalenポワルン,Castform,Forecast,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,6400,70,420,45,Weather Pokémon,70,1000000,0.3,70,50.0,351,70,70,70,Normal,Ninguno,0.8,3,0
Kakureonカクレオン,Kecleon,"Color Change, Protean",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,5120,70,440,200,Color Swap Pokémon,70,1059860,1.0,60,50.0,352,60,120,40,Normal,Ninguno,22.0,3,0
Kagebouzuカゲボウズ,Shuppet,"Insomnia, Frisk, Cursed Body",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,6400,35,295,225,Puppet Pokémon,35,800000,0.6,44,50.0,353,63,33,45,Ghost,Ninguno,2.3,3,0
Juppetaジュペッタ,Banette,"Insomnia, Frisk, Cursed Body",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,6400,35,555,45,Marionette Pokémon,75,800000,1.1,64,50.0,354,93,83,75,Ghost,Ninguno,12.5,3,0
Yomawaruヨマワル,Duskull,"Levitate, Frisk",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,6400,35,295,190,Requiem Pokémon,90,800000,0.8,20,50.0,355,30,90,25,Ghost,Ninguno,15.0,3,0
Samayouruサマヨール,Dusclops,"Pressure, Frisk",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,6400,35,455,90,Beckon Pokémon,130,800000,1.6,40,50.0,356,60,130,25,Ghost,Ninguno,30.6,3,0
Tropiusトロピウス,Tropius,"Chlorophyll, Solar Power, Harvest",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,6400,70,460,200,Fruit Pokémon,83,1250000,2.0,99,50.0,357,72,87,51,Grass,Flying,100.0,3,0
Chireanチリーン,Chimecho,Levitate,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,6400,70,455,45,Wind Chime Pokémon,80,800000,0.6,75,50.0,358,95,90,65,Psychic,Ninguno,1.0,3,0
Absolアブソル,Absol,"Pressure, Super Luck, Justified",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,6400,35,565,30,Disaster Pokémon,60,1059860,1.2,65,50.0,359,115,60,115,Dark,Ninguno,47.0,3,0
Sohnanoソーナノ,Wynaut,"Shadow Tag, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,5120,70,260,125,Bright Pokémon,48,1000000,0.6,95,50.0,360,23,48,23,Psychic,Ninguno,14.0,3,0
Yukiwarashiユキワラシ,Snorunt,"Inner Focus, Ice Body, Moody",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,5120,70,300,190,Snow Hat Pokémon,50,1000000,0.7,50,50.0,361,50,50,50,Ice,Ninguno,16.8,3,0
